task_id,employee_id,department,task_category,priority,assigned_date,deadline,completion_date,completed,deadline_met,hours_estimated,hours_actual,efficiency_score,satisfaction_rating
TASK00227,EMP0014,HR,Client Call,Medium,2025-11-14,2025-11-15,2025-11-19,True,False,23,44.8,88.1,1.0
TASK00228,EMP0076,Sales,Report,Low,2025-11-13,2025-11-18,2025-11-19,True,False,30,31.8,99.4,5.0
TASK00229,EMP0047,Marketing,Client Call,Medium,2025-08-30,2025-09-02,2025-08-31,True,True,32,21.0,78.4,1.0
TASK00230,EMP0148,Finance,Documentation,Low,2025-12-04,2025-12-16,2025-12-18,True,False,23,27.2,60.7,5.0
TASK00231,EMP0103,HR,Bug Fix,Medium,2025-11-20,2025-11-28,2025-12-03,True,False,22,13.2,85.8,1.0
TASK00232,EMP0048,Engineering,Training,Low,2025-07-07,2025-07-13,2025-07-13,True,True,17,21.7,95.5,2.0
TASK00233,EMP0129,HR,Client Call,Medium,2025-10-05,2025-10-12,,False,False,16,,,
TASK00234,EMP0078,Engineering,Documentation,Medium,2025-07-06,2025-07-09,2025-07-13,True,False,27,14.7,95.2,4.0
TASK00235,EMP0080,Sales,Feature Dev,Medium,2025-12-26,2026-01-02,2026-01-03,True,False,15,13.8,100.0,5.0
TASK00236,EMP0066,Engineering,Feature Dev,Low,2025-09-13,2025-09-27,2025-09-30,True,False,22,17.5,81.7,3.0
TASK00237,EMP0064,Sales,Client Call,Medium,2025-08-10,2025-08-18,2025-08-21,True,False,40,43.3,77.7,5.0
TASK00238,EMP0184,Engineering,Meeting,Low,2025-06-09,2025-06-15,,False,False,13,,,
TASK00239,EMP0050,Sales,Meeting,Critical,2025-09-13,2025-09-23,2025-09-23,True,True,22,14.9,93.7,1.0
TASK00240,EMP0055,Marketing,Client Call,Low,2025-09-27,2025-10-09,2025-10-13,True,False,28,39.0,61.5,4.0
TASK00241,EMP0117,Finance,Meeting,Low,2025-05-10,2025-05-21,2025-05-21,True,True,37,27.8,92.7,2.0
TASK00242,EMP0060,Finance,Report,Low,2026-01-23,2026-02-06,2026-02-04,True,True,24,46.3,81.8,2.0
TASK00243,EMP0052,Engineering,Report,Low,2026-01-05,2026-01-12,,False,False,34,,,
TASK00244,EMP0012,Finance,Bug Fix,Medium,2026-01-05,2026-01-13,2026-01-18,True,False,33,24.8,80.6,2.0
TASK00245,EMP0165,Engineering,Report,Low,2025-08-22,2025-08-27,2025-08-29,True,False,12,20.1,48.2,5.0
TASK00246,EMP0098,Finance,Bug Fix,Medium,2025-11-07,2025-11-17,2025-11-20,True,False,36,62.4,84.3,4.0
TASK00247,EMP0110,Engineering,Bug Fix,Medium,2025-08-19,2025-08-26,2025-08-27,True,False,21,38.1,67.2,4.0
TASK00248,EMP0185,Engineering,Documentation,Low,2025-09-03,2025-09-17,2025-09-22,True,False,9,15.0,58.7,2.0
TASK00249,EMP0074,HR,Documentation,High,2026-04-09,2026-04-19,2026-04-23,True,False,12,17.1,71.0,2.0
TASK00250,EMP0127,Support,Testing,High,2025-10-11,2025-10-21,2025-10-23,True,False,40,52.3,98.3,3.0
TASK00251,EMP0106,Engineering,Feature Dev,Low,2025-08-24,2025-08-29,,False,False,34,,,
TASK00252,EMP0091,HR,Code Review,Low,2026-03-02,2026-03-15,2026-03-13,True,True,19,34.2,94.3,2.0
TASK00253,EMP0123,Sales,Meeting,Low,2026-01-09,2026-01-21,2026-01-22,True,False,27,33.3,83.1,4.0
TASK00254,EMP0032,Sales,Meeting,Medium,2025-12-28,2025-12-30,2025-12-29,True,True,27,34.4,74.6,3.0
TASK00255,EMP0060,Finance,Report,Medium,2026-02-05,2026-02-13,2026-02-11,True,True,7,11.2,78.7,3.0
TASK00256,EMP0164,HR,Report,High,2025-07-05,2025-07-18,2025-07-19,True,False,29,50.4,99.1,3.0
TASK00257,EMP0151,Engineering,Testing,Medium,2025-11-05,2025-11-10,2025-11-10,True,True,38,67.6,62.1,1.0
TASK00258,EMP0131,Support,Code Review,Low,2025-11-28,2025-12-09,2025-12-14,True,False,3,2.1,88.0,4.0
TASK00259,EMP0157,HR,Meeting,Medium,2025-06-01,2025-06-08,2025-06-08,True,True,21,15.5,78.7,1.0
TASK00260,EMP0156,HR,Meeting,Medium,2025-10-07,2025-10-12,2025-10-12,True,True,5,5.5,79.9,2.0
TASK00261,EMP0173,Finance,Code Review,Medium,2026-02-08,2026-02-10,2026-02-09,True,True,15,18.2,71.3,5.0
TASK00262,EMP0052,Engineering,Client Call,Low,2025-10-25,2025-11-05,2025-11-03,True,True,23,39.7,77.0,2.0
TASK00263,EMP0073,Support,Meeting,Medium,2025-06-05,2025-06-09,2025-06-08,True,True,8,7.8,65.1,2.0
TASK00264,EMP0111,Sales,Bug Fix,Medium,2026-02-15,2026-03-01,2026-03-01,True,True,11,6.6,90.2,5.0
TASK00265,EMP0191,Support,Report,Medium,2025-08-28,2025-09-05,2025-09-06,True,False,11,20.7,76.3,2.0
TASK00266,EMP0178,Support,Testing,Low,2025-09-21,2025-09-23,2025-09-22,True,True,39,62.2,84.8,4.0
TASK00267,EMP0193,Marketing,Meeting,Medium,2025-06-03,2025-06-06,2025-06-05,True,True,17,22.6,76.9,1.0
TASK00268,EMP0120,Sales,Documentation,High,2026-01-26,2026-02-06,2026-02-07,True,False,35,49.4,78.5,4.0
TASK00269,EMP0110,Engineering,Documentation,Low,2025-06-13,2025-06-14,2025-06-15,True,False,33,35.6,56.7,4.0
TASK00270,EMP0148,Finance,Code Review,Medium,2026-02-06,2026-02-08,2026-02-07,True,True,25,47.5,81.7,4.0
TASK00271,EMP0149,HR,Feature Dev,High,2025-06-22,2025-07-02,2025-07-02,True,True,32,61.8,85.3,1.0
TASK00272,EMP0120,Sales,Client Call,Medium,2025-05-18,2025-05-19,2025-05-19,True,True,5,9.6,96.2,5.0
TASK00273,EMP0071,Engineering,Feature Dev,Low,2025-07-28,2025-08-09,2025-08-13,True,False,29,45.0,71.6,5.0
TASK00274,EMP0038,Finance,Documentation,Medium,2026-04-02,2026-04-05,2026-04-07,True,False,7,8.9,70.9,2.0
TASK00275,EMP0067,Sales,Documentation,Medium,2025-09-06,2025-09-13,2025-09-12,True,True,21,32.5,88.3,1.0
TASK00276,EMP0159,Support,Code Review,Low,2025-07-09,2025-07-16,2025-07-14,True,True,21,31.5,86.5,1.0
TASK00277,EMP0114,HR,Training,Low,2026-03-25,2026-03-28,2026-03-28,True,True,33,63.7,74.0,5.0
TASK00278,EMP0116,Support,Meeting,High,2025-11-16,2025-11-28,2025-12-01,True,False,10,16.2,78.0,1.0
TASK00279,EMP0061,Engineering,Meeting,High,2026-01-24,2026-01-25,2026-01-29,True,False,19,24.4,77.4,5.0
TASK00280,EMP0142,Engineering,Code Review,Medium,2025-09-09,2025-09-17,2025-09-20,True,False,5,6.2,77.4,3.0
TASK00281,EMP0038,Finance,Bug Fix,Low,2025-05-13,2025-05-26,2025-05-25,True,True,16,25.8,62.4,1.0
TASK00282,EMP0178,Support,Code Review,High,2025-06-17,2025-06-18,2025-06-23,True,False,25,26.9,74.7,2.0
TASK00283,EMP0098,Finance,Client Call,Critical,2025-08-02,2025-08-16,2025-08-20,True,False,16,15.7,95.9,3.0
TASK00284,EMP0059,Engineering,Bug Fix,Low,2025-08-07,2025-08-09,2025-08-08,True,True,34,51.3,91.8,2.0
TASK00285,EMP0017,Marketing,Feature Dev,Low,2025-08-28,2025-09-06,,False,False,27,,,
TASK00286,EMP0184,Engineering,Report,High,2025-06-25,2025-07-09,2025-07-11,True,False,22,13.9,61.6,1.0
TASK00287,EMP0046,Sales,Report,Medium,2025-06-22,2025-06-27,2025-06-29,True,False,17,20.3,100.0,2.0
TASK00288,EMP0003,Finance,Client Call,High,2025-09-16,2025-09-25,2025-09-26,True,False,11,5.6,90.2,1.0
TASK00289,EMP0179,Marketing,Client Call,Low,2025-10-24,2025-10-30,2025-10-28,True,True,23,11.6,72.0,3.0
TASK00290,EMP0112,HR,Report,Low,2025-07-29,2025-08-07,,False,False,28,,,
TASK00291,EMP0128,Engineering,Training,Critical,2025-09-30,2025-10-03,2025-10-02,True,True,4,7.5,76.4,4.0
TASK00292,EMP0017,Marketing,Code Review,High,2025-10-21,2025-10-27,2025-10-26,True,True,39,25.1,82.9,4.0
TASK00293,EMP0139,Finance,Testing,Low,2025-10-30,2025-11-09,2025-11-09,True,True,17,15.9,80.0,4.0
TASK00294,EMP0185,Engineering,Documentation,High,2026-03-04,2026-03-16,2026-03-21,True,False,19,16.2,67.9,2.0
TASK00295,EMP0159,Support,Testing,High,2025-10-13,2025-10-23,2025-10-22,True,True,12,14.1,84.4,4.0
TASK00296,EMP0091,HR,Report,Low,2025-12-13,2025-12-19,,False,False,15,,,
TASK00297,EMP0062,Finance,Meeting,Medium,2025-08-25,2025-08-30,2025-08-29,True,True,12,20.5,74.9,5.0
TASK00298,EMP0107,Support,Testing,Low,2025-04-26,2025-05-10,2025-05-10,True,True,7,11.0,78.9,4.0
TASK00299,EMP0160,Sales,Report,Medium,2025-08-22,2025-09-02,2025-09-02,True,True,3,5.8,91.1,5.0
TASK00300,EMP0160,Sales,Bug Fix,High,2025-12-16,2025-12-20,2025-12-19,True,True,10,6.8,73.2,2.0
TASK00301,EMP0178,Support,Feature Dev,Low,2026-01-15,2026-01-29,2026-01-28,True,True,39,53.8,79.8,1.0
TASK00302,EMP0139,Finance,Code Review,Critical,2025-06-08,2025-06-12,,False,False,30,,,
TASK00303,EMP0161,Finance,Report,Low,2025-07-08,2025-07-22,2025-07-25,True,False,9,5.1,88.8,1.0
TASK00304,EMP0075,Engineering,Client Call,Low,2025-12-29,2026-01-08,2026-01-12,True,False,33,18.0,66.1,2.0
TASK00305,EMP0041,Finance,Documentation,Medium,2025-07-25,2025-07-28,2025-08-02,True,False,11,6.1,72.9,3.0
TASK00306,EMP0026,Engineering,Client Call,Medium,2025-09-22,2025-10-01,2025-09-30,True,True,19,20.4,72.7,2.0
TASK00307,EMP0195,Finance,Testing,Medium,2025-10-21,2025-11-03,2025-11-01,True,True,26,43.5,78.9,4.0
TASK00308,EMP0186,Engineering,Bug Fix,Medium,2025-12-29,2026-01-06,2026-01-09,True,False,26,23.5,73.7,3.0
TASK00309,EMP0176,Support,Bug Fix,Medium,2025-05-09,2025-05-10,,False,False,19,,,
TASK00310,EMP0052,Engineering,Documentation,High,2026-01-27,2026-02-04,2026-02-05,True,False,12,7.8,77.4,3.0
TASK00311,EMP0071,Engineering,Documentation,Medium,2025-08-11,2025-08-24,,False,False,5,,,
TASK00312,EMP0187,Sales,Testing,Medium,2025-08-06,2025-08-19,2025-08-19,True,True,13,11.1,83.8,3.0
TASK00313,EMP0055,Marketing,Documentation,Critical,2025-09-13,2025-09-14,2025-09-17,True,False,38,51.1,81.6,4.0
TASK00314,EMP0062,Finance,Documentation,Medium,2025-04-18,2025-04-21,2025-04-20,True,True,5,4.2,78.1,1.0
TASK00315,EMP0053,Sales,Code Review,Medium,2025-12-02,2025-12-03,2025-12-04,True,False,10,10.1,88.9,3.0
TASK00316,EMP0121,Finance,Testing,Low,2026-02-08,2026-02-11,2026-02-11,True,True,9,15.9,73.6,1.0
TASK00317,EMP0121,Finance,Code Review,Medium,2025-05-29,2025-06-09,2025-06-08,True,True,23,21.9,83.7,2.0
TASK00318,EMP0180,Sales,Training,High,2026-04-11,2026-04-18,2026-04-23,True,False,22,16.7,86.7,5.0
TASK00319,EMP0047,Marketing,Meeting,High,2026-02-17,2026-02-21,2026-02-21,True,True,26,25.0,82.0,2.0
TASK00320,EMP0149,HR,Client Call,Low,2025-05-20,2025-05-21,,False,False,38,,,
TASK00321,EMP0017,Marketing,Code Review,High,2025-08-05,2025-08-18,,False,False,4,,,
TASK00322,EMP0024,Marketing,Feature Dev,Medium,2025-07-16,2025-07-29,,False,False,16,,,
TASK00323,EMP0039,Support,Testing,Critical,2025-08-06,2025-08-09,2025-08-08,True,True,17,17.3,71.2,2.0
TASK00324,EMP0130,Marketing,Documentation,Medium,2026-01-09,2026-01-11,2026-01-14,True,False,30,15.5,78.7,2.0
TASK00325,EMP0064,Sales,Report,Medium,2025-05-12,2025-05-18,2025-05-17,True,True,2,1.1,87.7,4.0
TASK00326,EMP0102,Finance,Feature Dev,Critical,2025-05-03,2025-05-10,2025-05-14,True,False,24,31.7,100.0,4.0
TASK00327,EMP0114,HR,Bug Fix,High,2025-10-09,2025-10-19,2025-10-20,True,False,12,14.1,76.7,3.0
TASK00328,EMP0045,Finance,Testing,Low,2025-09-07,2025-09-12,,False,False,6,,,
TASK00329,EMP0036,Sales,Feature Dev,Low,2025-07-10,2025-07-17,2025-07-16,True,True,37,70.8,80.1,3.0
TASK00330,EMP0182,Marketing,Client Call,Medium,2025-07-06,2025-07-16,,False,False,3,,,
TASK00331,EMP0077,Engineering,Testing,Critical,2025-09-27,2025-09-30,2025-10-04,True,False,12,7.0,72.3,2.0
TASK00332,EMP0163,Sales,Feature Dev,Critical,2025-11-01,2025-11-08,2025-11-10,True,False,20,18.9,77.8,1.0
TASK00333,EMP0191,Support,Client Call,Medium,2025-07-12,2025-07-21,2025-07-21,True,True,5,5.2,61.6,1.0
TASK00334,EMP0061,Engineering,Documentation,Low,2025-12-17,2025-12-28,2026-01-02,True,False,14,9.0,88.4,2.0
TASK00335,EMP0172,Finance,Report,Medium,2025-11-26,2025-11-28,2025-11-27,True,True,21,35.2,89.9,4.0
TASK00336,EMP0051,Finance,Client Call,High,2025-07-20,2025-07-25,2025-07-29,True,False,13,13.7,65.1,3.0
TASK00337,EMP0075,Engineering,Meeting,Low,2026-01-25,2026-01-26,2026-01-31,True,False,18,15.1,74.8,5.0
TASK00338,EMP0156,HR,Training,Low,2025-07-02,2025-07-15,2025-07-14,True,True,7,10.5,81.5,4.0
TASK00339,EMP0047,Marketing,Client Call,Critical,2025-08-27,2025-09-06,2025-09-04,True,True,26,44.9,77.9,5.0
TASK00340,EMP0145,Finance,Client Call,Medium,2025-09-20,2025-09-28,2025-09-29,True,False,32,30.3,71.8,1.0
TASK00341,EMP0107,Support,Report,Medium,2025-10-06,2025-10-15,2025-10-15,True,True,9,17.3,88.9,2.0
TASK00342,EMP0019,Engineering,Code Review,Critical,2025-08-24,2025-08-27,,False,False,14,,,
TASK00343,EMP0143,Marketing,Documentation,Low,2025-12-26,2025-12-28,,False,False,29,,,
TASK00344,EMP0076,Sales,Feature Dev,Critical,2025-12-05,2025-12-16,2025-12-18,True,False,22,41.1,88.1,1.0
TASK00345,EMP0189,Marketing,Bug Fix,Medium,2025-05-26,2025-06-02,2025-06-04,True,False,35,41.6,87.0,5.0
TASK00346,EMP0026,Engineering,Feature Dev,Medium,2025-06-26,2025-07-09,2025-07-13,True,False,11,7.9,49.4,1.0
TASK00347,EMP0096,HR,Report,Medium,2025-07-19,2025-07-21,2025-07-24,True,False,28,25.1,72.1,5.0
TASK00348,EMP0055,Marketing,Client Call,Medium,2025-06-25,2025-06-26,2025-06-30,True,False,11,15.7,79.2,1.0
TASK00349,EMP0111,Sales,Testing,Medium,2025-12-19,2025-12-25,2025-12-23,True,True,32,60.2,84.4,1.0
TASK00350,EMP0188,Sales,Feature Dev,Medium,2025-06-12,2025-06-25,2025-06-27,True,False,33,59.0,91.0,2.0
TASK00351,EMP0108,Sales,Feature Dev,Low,2025-06-12,2025-06-24,2025-06-27,True,False,19,30.3,81.7,2.0
TASK00352,EMP0006,Marketing,Bug Fix,Medium,2025-11-11,2025-11-25,2025-11-30,True,False,35,63.0,80.5,5.0
TASK00353,EMP0136,Finance,Training,High,2025-10-03,2025-10-05,2025-10-09,True,False,10,16.7,82.3,5.0
TASK00354,EMP0045,Finance,Report,Low,2025-08-31,2025-09-04,2025-09-05,True,False,5,4.4,83.2,1.0
TASK00355,EMP0050,Sales,Feature Dev,Critical,2025-12-11,2025-12-23,2025-12-26,True,False,31,39.0,90.8,1.0
TASK00356,EMP0020,Finance,Testing,Low,2025-06-26,2025-07-04,2025-07-04,True,True,32,44.2,70.4,3.0
TASK00357,EMP0049,Sales,Bug Fix,Low,2025-04-27,2025-05-02,2025-05-01,True,True,20,10.8,74.6,2.0
TASK00358,EMP0192,Marketing,Documentation,High,2025-05-21,2025-06-03,,False,False,16,,,
TASK00359,EMP0137,HR,Code Review,Medium,2025-10-17,2025-10-22,2025-10-20,True,True,2,2.4,72.9,2.0
TASK00360,EMP0158,Sales,Client Call,Medium,2026-01-10,2026-01-11,2026-01-13,True,False,19,21.6,88.6,3.0
TASK00361,EMP0061,Engineering,Training,Medium,2026-03-04,2026-03-08,2026-03-12,True,False,39,25.5,81.2,3.0
TASK00362,EMP0054,Engineering,Testing,Medium,2025-11-23,2025-12-03,2025-12-05,True,False,8,9.8,78.4,3.0
TASK00363,EMP0079,Sales,Documentation,Medium,2025-08-03,2025-08-17,2025-08-19,True,False,14,10.1,88.8,1.0
TASK00364,EMP0065,HR,Bug Fix,High,2026-03-16,2026-03-29,2026-04-02,True,False,22,33.5,71.1,4.0
TASK00365,EMP0008,HR,Client Call,Critical,2025-07-16,2025-07-21,,False,False,27,,,
TASK00366,EMP0098,Finance,Documentation,High,2026-03-30,2026-04-09,2026-04-10,True,False,23,36.6,93.2,5.0
TASK00367,EMP0048,Engineering,Training,Medium,2025-11-11,2025-11-19,,False,False,24,,,
TASK00368,EMP0069,Finance,Code Review,Medium,2025-08-21,2025-08-24,2025-08-24,True,True,20,12.9,88.4,3.0
TASK00369,EMP0020,Finance,Documentation,High,2025-09-19,2025-09-28,2025-09-28,True,True,23,34.1,72.8,3.0
TASK00370,EMP0019,Engineering,Meeting,Low,2025-04-24,2025-05-08,2025-05-11,True,False,25,22.3,79.4,4.0
TASK00371,EMP0099,Finance,Training,High,2026-03-23,2026-03-31,2026-03-30,True,True,32,58.7,94.4,1.0
TASK00372,EMP0185,Engineering,Code Review,High,2025-07-17,2025-07-24,2025-07-28,True,False,5,9.0,81.4,2.0
TASK00373,EMP0021,Support,Code Review,Critical,2025-07-12,2025-07-18,2025-07-23,True,False,11,10.7,72.9,1.0
TASK00374,EMP0055,Marketing,Bug Fix,Medium,2025-05-22,2025-06-02,,False,False,22,,,
TASK00375,EMP0118,Support,Report,Low,2025-05-23,2025-05-28,2025-05-28,True,True,38,62.6,62.8,1.0
TASK00376,EMP0066,Engineering,Client Call,Low,2026-02-02,2026-02-09,2026-02-13,True,False,29,56.5,66.6,1.0
TASK00377,EMP0157,HR,Training,Low,2025-07-02,2025-07-06,2025-07-04,True,True,22,36.0,75.1,2.0
TASK00378,EMP0190,Sales,Testing,Low,2026-01-29,2026-01-30,2026-01-31,True,False,16,24.6,77.7,3.0
TASK00379,EMP0117,Finance,Bug Fix,Low,2026-01-10,2026-01-17,2026-01-19,True,False,12,7.2,83.5,3.0
TASK00380,EMP0118,Support,Code Review,Critical,2025-12-08,2025-12-16,2025-12-19,True,False,29,53.1,89.6,3.0
TASK00381,EMP0112,HR,Client Call,Critical,2025-10-21,2025-10-29,2025-10-30,True,False,12,23.1,71.2,1.0
TASK00382,EMP0103,HR,Bug Fix,Low,2025-06-04,2025-06-16,,False,False,15,,,
TASK00383,EMP0035,Engineering,Meeting,Medium,2025-09-16,2025-09-19,2025-09-17,True,True,26,47.2,73.8,5.0
TASK00384,EMP0178,Support,Bug Fix,Medium,2026-04-05,2026-04-15,,False,False,8,,,
TASK00385,EMP0130,Marketing,Report,Low,2025-11-11,2025-11-13,2025-11-17,True,False,9,11.9,81.9,2.0
TASK00386,EMP0067,Sales,Training,Low,2026-03-22,2026-04-02,2026-04-04,True,False,28,41.8,78.4,3.0
TASK00387,EMP0093,HR,Feature Dev,Medium,2025-11-07,2025-11-19,2025-11-18,True,True,34,53.7,89.9,3.0
TASK00388,EMP0123,Sales,Documentation,Low,2025-12-09,2025-12-11,2025-12-12,True,False,18,31.5,87.6,3.0
TASK00389,EMP0034,HR,Report,High,2025-08-25,2025-08-30,2025-09-04,True,False,15,23.0,84.6,3.0
TASK00390,EMP0003,Finance,Code Review,Low,2025-07-31,2025-08-01,2025-08-01,True,True,38,57.1,83.6,1.0
TASK00391,EMP0143,Marketing,Report,High,2026-03-25,2026-03-27,2026-03-26,True,True,18,26.4,81.1,3.0
TASK00392,EMP0005,Support,Testing,Low,2025-05-16,2025-05-17,2025-05-17,True,True,4,7.1,64.9,3.0
TASK00393,EMP0030,Finance,Code Review,Medium,2025-11-10,2025-11-12,2025-11-11,True,True,2,3.6,76.6,3.0
TASK00394,EMP0098,Finance,Feature Dev,Medium,2025-07-16,2025-07-24,,False,False,19,,,
TASK00395,EMP0099,Finance,Meeting,Medium,2025-09-21,2025-09-27,2025-10-01,True,False,27,52.5,88.0,4.0
TASK00396,EMP0102,Finance,Bug Fix,Medium,2026-02-07,2026-02-15,2026-02-15,True,True,9,6.3,95.5,2.0
TASK00397,EMP0080,Sales,Testing,Low,2026-04-13,2026-04-23,2026-04-28,True,False,13,18.4,91.7,5.0
TASK00398,EMP0020,Finance,Feature Dev,Low,2026-03-20,2026-03-31,2026-03-31,True,True,32,60.2,85.1,4.0
TASK00399,EMP0117,Finance,Training,Medium,2025-07-18,2025-07-20,2025-07-23,True,False,2,3.1,78.6,5.0
TASK00400,EMP0040,Engineering,Training,High,2026-03-01,2026-03-05,,False,False,23,,,
TASK00401,EMP0134,Sales,Client Call,Medium,2025-07-12,2025-07-24,2025-07-28,True,False,17,20.8,86.1,2.0
TASK00402,EMP0025,Support,Bug Fix,High,2025-04-18,2025-04-27,,False,False,5,,,
TASK00403,EMP0158,Sales,Feature Dev,Medium,2025-07-27,2025-07-30,2025-08-04,True,False,33,59.5,86.3,4.0
TASK00404,EMP0016,Finance,Training,Medium,2025-07-16,2025-07-22,,False,False,5,,,
TASK00405,EMP0010,Finance,Report,Low,2026-02-13,2026-02-24,2026-02-25,True,False,7,8.3,75.7,1.0
TASK00406,EMP0127,Support,Client Call,High,2026-02-11,2026-02-19,2026-02-24,True,False,3,2.0,93.9,1.0
TASK00407,EMP0124,Engineering,Meeting,Medium,2025-11-15,2025-11-16,,False,False,40,,,
TASK00408,EMP0029,HR,Bug Fix,High,2025-12-06,2025-12-15,2025-12-20,True,False,23,24.0,77.0,2.0
TASK00409,EMP0166,HR,Feature Dev,High,2025-06-17,2025-06-23,2025-06-28,True,False,25,39.3,74.0,1.0
TASK00410,EMP0170,Marketing,Testing,High,2026-02-10,2026-02-14,2026-02-17,True,False,20,26.4,87.7,1.0
TASK00411,EMP0003,Finance,Documentation,Low,2025-04-18,2025-04-21,2025-04-25,True,False,8,7.1,86.8,2.0
TASK00412,EMP0138,Support,Feature Dev,Low,2025-08-03,2025-08-17,2025-08-22,True,False,14,22.1,70.4,4.0
TASK00413,EMP0101,Support,Training,Low,2025-08-15,2025-08-26,2025-08-25,True,True,30,35.6,73.9,2.0
TASK00414,EMP0053,Sales,Report,Critical,2025-10-06,2025-10-07,2025-10-07,True,True,37,70.4,86.0,5.0
TASK00415,EMP0067,Sales,Testing,High,2026-01-08,2026-01-11,2026-01-11,True,True,10,6.6,76.7,5.0
TASK00416,EMP0019,Engineering,Meeting,High,2026-01-07,2026-01-14,,False,False,17,,,
TASK00417,EMP0024,Marketing,Code Review,Medium,2025-11-20,2025-11-26,,False,False,30,,,
TASK00418,EMP0031,Support,Training,Low,2026-01-02,2026-01-12,2026-01-14,True,False,37,66.3,80.0,2.0
TASK00419,EMP0010,Finance,Code Review,Low,2025-08-30,2025-09-09,2025-09-12,True,False,10,19.7,74.1,5.0
TASK00420,EMP0120,Sales,Client Call,Medium,2025-11-20,2025-12-01,2025-11-30,True,True,24,32.2,100.0,5.0
TASK00421,EMP0055,Marketing,Client Call,Low,2025-12-22,2026-01-05,2026-01-03,True,True,35,23.1,82.6,2.0
TASK00422,EMP0139,Finance,Code Review,Low,2025-10-15,2025-10-16,2025-10-16,True,True,20,30.5,81.9,1.0
TASK00423,EMP0063,Finance,Feature Dev,Medium,2025-10-08,2025-10-13,2025-10-11,True,True,24,41.3,71.2,5.0
TASK00424,EMP0194,Marketing,Training,High,2026-02-14,2026-02-26,2026-02-27,True,False,37,40.1,70.1,3.0
TASK00425,EMP0044,Support,Client Call,Medium,2025-07-19,2025-07-20,,False,False,26,,,
TASK00426,EMP0059,Engineering,Documentation,Critical,2025-12-31,2026-01-11,2026-01-09,True,True,2,3.2,81.1,5.0
TASK00427,EMP0039,Support,Training,High,2025-06-12,2025-06-26,2025-06-27,True,False,25,40.8,66.6,5.0
TASK00428,EMP0069,Finance,Report,Low,2025-09-23,2025-10-05,,False,False,20,,,
TASK00429,EMP0105,Sales,Bug Fix,Low,2025-05-10,2025-05-21,2025-05-21,True,True,34,23.1,100.0,4.0
TASK00430,EMP0072,HR,Code Review,Low,2026-04-12,2026-04-17,2026-04-19,True,False,2,2.0,77.6,1.0
TASK00431,EMP0074,HR,Training,Low,2025-06-13,2025-06-19,2025-06-21,True,False,33,55.6,65.2,3.0
TASK00432,EMP0188,Sales,Training,Low,2026-03-31,2026-04-12,2026-04-13,True,False,13,16.7,77.6,2.0
TASK00433,EMP0015,HR,Testing,Medium,2025-09-22,2025-10-01,2025-10-04,True,False,16,29.2,77.1,3.0
TASK00434,EMP0144,Support,Report,Medium,2025-10-23,2025-10-27,,False,False,35,,,
TASK00435,EMP0171,Finance,Report,Critical,2025-06-24,2025-07-08,2025-07-06,True,True,9,13.5,88.2,2.0
TASK00436,EMP0094,Finance,Bug Fix,Critical,2025-09-08,2025-09-18,,False,False,17,,,
TASK00437,EMP0078,Engineering,Meeting,Medium,2025-04-25,2025-05-01,2025-04-30,True,True,26,23.0,78.8,1.0
TASK00438,EMP0191,Support,Documentation,Critical,2025-11-01,2025-11-15,2025-11-20,True,False,33,18.7,75.4,3.0
TASK00439,EMP0190,Sales,Documentation,Medium,2026-01-09,2026-01-11,2026-01-10,True,True,6,4.9,89.2,4.0
TASK00440,EMP0161,Finance,Code Review,High,2025-12-17,2025-12-21,2025-12-25,True,False,6,9.7,65.3,1.0
TASK00441,EMP0065,HR,Meeting,Medium,2025-08-24,2025-08-30,2025-08-29,True,True,5,3.8,79.9,5.0
TASK00442,EMP0116,Support,Client Call,Low,2026-01-06,2026-01-20,2026-01-22,True,False,28,30.3,79.3,4.0
TASK00443,EMP0083,Support,Bug Fix,Medium,2025-07-11,2025-07-18,2025-07-16,True,True,6,9.8,93.2,1.0
TASK00444,EMP0111,Sales,Report,Medium,2025-11-18,2025-11-27,2025-11-29,True,False,40,25.2,74.8,4.0
TASK00445,EMP0103,HR,Client Call,Medium,2025-12-19,2025-12-30,2025-12-30,True,True,36,29.9,95.4,5.0
TASK00446,EMP0078,Engineering,Training,Low,2026-03-01,2026-03-12,2026-03-15,True,False,2,2.7,88.8,2.0
TASK00447,EMP0037,HR,Feature Dev,Low,2025-07-18,2025-07-19,2025-07-23,True,False,36,47.6,85.7,3.0
TASK00448,EMP0134,Sales,Training,Low,2025-10-11,2025-10-23,2025-10-26,True,False,15,16.8,100.0,2.0
TASK00449,EMP0109,Sales,Bug Fix,Low,2026-03-17,2026-03-21,2026-03-23,True,False,14,9.4,98.1,5.0
TASK00450,EMP0140,Support,Report,Medium,2025-08-13,2025-08-22,2025-08-21,True,True,18,11.7,72.3,3.0
TASK00451,EMP0031,Support,Documentation,Medium,2025-06-13,2025-06-24,2025-06-23,True,True,20,28.6,73.0,3.0
